id,Project Name,Number of dependencies with vulnerabilities (Before),Number of dependencies with vulnerabilities (After),Number of vulnerabilities (Before),Number of vulnerabilities (After),Low vulnerabilities (Before),Low vulnerabilities (After),Medium vulnerabilities (Before),Medium vulnerabilities (After),High vulnerabilities (Before),High vulnerabilities (After),Critical vulnerabilities (Before),Critical vulnerabilities (After),Build Tool, Tests,Project Type,Execution Time (s),Artifacts,Improved
1039,Jarrettluo_all-docs,23,13,554,255,27,18,235,130,232,92,60,15,maven,true,open source,2891,137870bf9fc15847d1f1cb50a1ad22b9817fd449,improvement
1062,Ninjabrain1_Ninjabrain-Bot,1,0,1,0,0,0,0,0,1,0,0,0,maven,false,open source,80,a6b4d85bf141050d6ee9a025e7e9b5dc561933a8,improvement
1068,ECharts-Java_ECharts-Java,1,0,1,0,0,0,1,0,0,0,0,0,maven,true,open source,58,61c82301c5fb45bb848cb779640968f5b959955e,improvement
1080,bioimage-io_JDLL,0,0,0,0,0,0,0,0,0,0,0,0,maven,false,open source,81,6df70361eb849865f98fa8eea8d8424aae668af9,no improvement
1085,sventorben_keycloak-home-idp-discovery,4,4,16,16,1,1,11,11,3,3,1,1,maven,true,open source,116,345313bf2f93df7c27b5be654579d1ed83b2bb17,no improvement
1086,LuckyPuppy514_jproxy,11,5,123,24,17,2,40,7,63,15,3,0,maven,true,open source,635,20e9053e9538b6fa5d219432c0b0701ae611c346,improvement
1088,gitbitex_gitbitex-new,10,6,227,189,15,12,97,78,99,84,16,15,maven,false,open source,786,c61209ba84e0b4d5c22f996f3eabff753500541f,improvement
1095,SelimHorri_ecommerce-microservice-backend-app,29,28,4941,4818,301,301,2220,2196,2129,2052,291,269,maven,false,open source,13523,695a6d49a8fb5559b025e22017df1ec657104309,improvement
1101,rememberber_MooInfo,5,1,22,13,3,1,9,6,8,5,2,1,maven,true,open source,181,00d83e4f48e656fc22008e87db53015d6ee3230d,improvement
1102,anhtester_AutomationFrameworkSelenium,4,3,68,67,1,1,6,6,46,45,15,15,maven,false,open source,95,564959ec42e4afa77f882a9965f6642f8be6ff8e,improvement
1106,rawchen_AliPan,8,5,109,90,8,6,44,35,54,47,3,2,maven,true,open source,408,634d38da0e0fa7acc1b9b40819abdbd3d3e22af4,improvement
1114,mthmulders_mcs,1,0,20,0,5,0,9,0,6,0,0,0,maven,true,open source,110,74f5bddee3151723f1b3d6f6e8a88dfa6664a3b0,improvement
1115,egch_1Z0-829-preparation,0,0,0,0,0,0,0,0,0,0,0,0,maven,false,open source,39,6342fe8f1d43c7c85b6988f37d3d5ad8e0e938c6,no improvement
1120,ascopes_java-compiler-testing,0,0,0,0,0,0,0,0,0,0,0,0,maven,false,open source,225,df99b036cb03411326cb22456f5b56c87d18ee14,no improvement
1099,ReLive27_spring-security-oauth2-sample,25,3,2749,437,557,177,1205,135,744,125,243,0,maven,false,open source,16382,a8e50480b7ad087ba60299a967c800161575f75d,improvement
1126,superleeyom_my-feed-OPML,3,3,90,90,6,6,39,39,37,37,8,8,maven,true,open source,635,83b66887b6e134e5edcd4f7106c0e5d4c4bea00b,no improvement
1127,Zowe-Java-SDK_ZosShell,1,1,1,1,0,0,0,0,1,1,0,0,maven,false,open source,48,a22a74e897d686bab0994655e1c83e8bf1638182,no improvement
1128,Cybereason_Logout4Shell,1,0,4,0,0,0,1,0,1,0,2,0,maven,false,open source,50,891e7debe3e973306ac27fc5f24e486b0cb5f4e5,improvement
1121,getindata_flink-http-connector,11,7,57,20,7,0,33,14,17,6,0,0,maven,true,open source,2544,bc340abe08c54a79f7153e554008b061724505dd,improvement
1129,SelimHorri_atic-backend-app,20,17,204,150,28,22,69,52,103,73,4,3,maven,false,open source,1252,e54aaac026e2616b63f084953e9023f762d18be8,improvement
1135,askimed_nf-test,5,1,14,8,2,0,7,5,5,3,0,0,maven,false,open source,157,62bd674442bf793877449b6fa688930cde79a1ea,improvement
1137,clarisma_geodesk,0,0,0,0,0,0,0,0,0,0,0,0,maven,true,open source,71,c8ef2ef2703b19e658a90c0d3d212c8ca052648f,no improvement
1130,rubyangxg_jd-qinglong,10,7,197,79,13,11,91,40,79,24,14,4,maven,false,open source,1159,810ca1bf88de56e71c51285862b8c0eb676bccd4,improvement
1148,gxywy_pixiv-daily,1,1,2,1,0,0,1,1,1,0,0,0,maven,false,open source,45,41907ed83b38d11133e166c6ca99749f4d4c76d1,improvement
1155,OreosLab_bili,3,0,13,0,2,0,2,0,7,0,2,0,maven,false,open source,61,bc400e915de112e36e9cb282d5d16776e7320c07,improvement
1146,makunet_maku-generator,11,3,106,49,23,8,40,17,40,22,3,2,maven,false,open source,998,90b06c01183168d991520cfd0ff3a746e3980cd8,improvement
1165,young-datafan-ooooo1_sqlbuilder,5,2,45,35,3,1,17,14,21,16,4,4,maven,true,open source,190,2337ceae0b0f6d80f51e64bacb3230b61c755534,improvement
1169,gradle_common-custom-user-data-maven-extension,0,0,0,0,0,0,0,0,0,0,0,0,maven,false,open source,68,ad7f64131e1484dc5999bdd237c6c505a8d8e421,no improvement
1175,smartboot_smart-mqtt,0,0,0,0,0,0,0,0,0,0,0,0,maven,false,open source,68,0eaf62b5f75134fe4a799db59c9803aa7993f645,no improvement
1176,babelfish-for-postgresql_babelfish_compass,0,0,0,0,0,0,0,0,0,0,0,0,maven,true,open source,74,ec9ca3ebe12826a69c81113a397b4b32a63cfe64,no improvement
1187,quickmsg_smqttx,27,9,643,533,32,29,221,189,292,231,98,84,maven,false,open source,436,84427be819c0b391cdaf570b0f46b65ad77737eb,improvement
1167,TheExkaliburg_MoreFair,27,11,481,135,45,10,170,46,215,61,51,18,maven,false,open source,1873,8e62d3f6d22013b7e2a73fb2774a146c478f0798,improvement
1191,tanjeffreyz_github-statistics,0,0,0,0,0,0,0,0,0,0,0,0,maven,false,open source,40,0741b86be166fdb2806d816dd7792094d196d6c6,no improvement
1190,CN-GuoZiyang_MYDB,1,0,2,0,1,0,1,0,0,0,0,0,maven,true,open source,462,bda575c1dfe75df1c670a10262e0eadf628650fb,improvement
1199,admin4j_common-http,6,0,33,0,5,0,18,0,10,0,0,0,maven,false,open source,101,c225416b29eb5eeece62011179f1384e63bff4c2,improvement
1198,lzhpo_sensitive-spring-boot-starter,4,4,93,93,9,9,44,44,35,35,5,5,maven,true,open source,332,dba20d48b359581567fb3657ff672664f19da791,no improvement
1204,awesome-competitions_tianchi-race-mq-2021,1,0,5,0,0,0,0,0,2,0,3,0,maven,false,open source,55,d290abf456d24011e7cad859c5ad12cb88890680,improvement
1214,joular_joularjx,0,0,0,0,0,0,0,0,0,0,0,0,maven,true,open source,54,ff55f299c190649f260ce2e291760d90b9b42e64,no improvement
1222,Strelizia02_AngelinaBot,4,2,90,87,5,5,41,39,36,35,8,8,maven,false,open source,175,8a0847a286b46c6a482382d7f628973658f836c1,improvement
1242,ashokitschool_maven-web-app,0,0,0,0,0,0,0,0,0,0,0,0,maven,false,open source,63,ed6d84575da84b8c471e778d1abc93c684fc74a5,no improvement
1256,pmiaowu_HostCollision,1,1,1,1,0,0,1,1,0,0,0,0,maven,false,open source,195,acd5d6530ee2f5736f28f22713b52aa0f98be817,no improvement
1230,getindata_kafka-connect-iceberg-sink,22,7,396,87,23,8,167,48,159,26,47,5,maven,false,open source,1613,4bf9e475eacf5f0fd9c99e0b47e9433539447d76,improvement
1260,gatling_gatling-maven-plugin-demo-java,0,0,0,0,0,0,0,0,0,0,0,0,maven,false,open source,80,f0f707402fb947349bfc3ebbe5fc873e04560082,no improvement
1262,qinhang3_a-puzzle-a-day,1,0,2,0,1,0,1,0,0,0,0,0,maven,false,open source,63,a2fb693f0941ace51afb7febfb919b6995614028,improvement
1264,metaStor_SpringScan,1,1,2,1,0,0,1,1,1,0,0,0,maven,false,open source,55,d852eb7b83e1e59f26948a3290ab975983641507,improvement
1268,hdwang123_openapi,9,3,265,92,18,5,123,48,106,29,18,10,maven,false,open source,301,9c09daee573fb7da7087b66c09e1b53e2aad0bb5,improvement
1279,alexandermakeev_toy-language,0,0,0,0,0,0,0,0,0,0,0,0,maven,true,open source,52,a837d7ca132eaa9cf259aee262c9dd112cb79da8,no improvement
1261,tsurdilo_temporal-java-workshop,7,3,26,13,2,0,5,3,19,10,0,0,maven,true,open source,1187,c9f73df712cc96da1ca312e0249c65be2b3455cf,improvement
1291,jonelo_jacksum,0,0,0,0,0,0,0,0,0,0,0,0,maven,false,open source,70,4eb61182fd8e7e364ebcd35036f0c94ba7b9e4f7,no improvement
1292,cjmach_pstconv,1,1,50,50,0,0,18,18,26,26,6,6,maven,true,open source,87,4e80e294fb43564841e9c25f3536862799258696,no improvement
1282,LiangYang666_LiangNat,9,6,207,139,13,12,89,59,87,58,18,10,maven,false,open source,766,f4b539a061ec57d44bc127536f23873f09516ae5,improvement
1299,barisseckin_E-Commerce,13,3,281,77,16,0,89,8,137,50,39,19,maven,false,open source,276,9cb96417a52ef62a3f2abb2441045f2e4225395b,improvement
1297,gushakov_cargo-clean,10,10,218,213,17,17,98,97,89,85,14,14,maven,true,open source,1323,f173e5cacd692039ca9c5f5554f2a4f3a8887f95,improvement
1304,Lurkars_ghs-server,3,1,7,1,0,0,4,0,3,1,0,0,maven,false,open source,88,9c3733fee526208ee9c0bef17b3cf6fe69a2af10,improvement
1302,byzer-org_byzer-notebook,24,24,679,679,23,23,182,182,368,368,106,106,maven,false,open source,1696,064bc0a1a8b4ec109533fe97e01d0f4eb6c00a6d,no improvement
1311,schambon_SimRunner,5,3,13,10,1,0,8,6,4,4,0,0,maven,true,open source,286,10daefcf9c57be6775ccc87a4aa782513e39a02a,improvement
1324,taogus_ureport-keep,15,9,190,74,10,11,81,27,81,27,18,9,maven,true,open source,800,24b8f75c3e6f7deb211960c31b4f0cd01dd563c5,improvement
1327,skynetcap_serum-data,11,6,116,80,13,10,49,27,50,40,4,3,maven,false,open source,752,e87db987a10584fa4f2d3ddc610a5f3ac9f56cbe,improvement
1336,PramodKumarYadav_happium,7,2,44,25,2,2,15,13,22,9,5,1,maven,false,open source,238,31442d370897fe006e043d7048c494a78ac0affd,improvement
1340,kousen_mockitobook,2,0,3,0,0,0,2,0,1,0,0,0,maven,false,open source,79,bb53e9cc29a98b50d355eac8d38620ebcc1ed6fd,improvement
1344,nativejdb_nativejdb,0,0,0,0,0,0,0,0,0,0,0,0,maven,true,open source,62,0b8981577c5c5455c14b9d4f07345cd8b8a8efc5,no improvement
1346,zfkun_ja-netfilter-mymap-plugin,0,0,0,0,0,0,0,0,0,0,0,0,maven,false,open source,53,83c3e545d1ba1bd005428b507fe6c625c5310ece,no improvement
1343,xEdziu_KeepMyPassword-Desktop,6,4,47,14,4,3,18,7,19,1,6,3,maven,true,open source,491,4c4e3631bec0e2a494457bc4e092c08272a199a2,improvement
1356,pochubs_Log4j2Scan-1,2,1,5,1,0,0,4,1,1,0,0,0,maven,false,open source,68,8a3a14d21602c48cd26b3c75a21d8c0bb0ddbb0a,improvement
1354,capa-cloud_capa-bff,12,5,279,32,18,1,119,14,125,17,17,0,maven,false,open source,372,f7bede4d7d30ced499201185ec6ab6ba7f7ab6e3,improvement
1364,steineggerlab_ufcg,0,0,0,0,0,0,0,0,0,0,0,0,maven,false,open source,59,39d48d614fe73c7df89e3a0f8f874591f480ed70,no improvement
1366,grnet_eidas-keycloak-extension,4,0,14,0,3,0,7,0,4,0,0,0,maven,false,open source,178,190cba07f4cb577963d82b4500871319b5a755f6,improvement
1372,ramazansakin_airport-reservation-system,12,8,221,108,12,6,55,31,104,48,50,23,maven,false,open source,397,d2ed9131ffa617602bb87df3647df4e6c41e7642,improvement
1375,FlyRenxing_RenxingPush,9,9,61,61,20,20,23,23,15,15,3,3,maven,false,open source,312,d1a01495b4fde37e2dc9f6ed0bc9fdc13f470a3b,no improvement
1378,GoogleCloudDataproc_flink-bigquery-connector,3,3,6,6,0,0,4,4,2,2,0,0,maven,false,open source,456,2d71951a604497a0bac8a82cd7abb7352fedd4e9,no improvement
1382,Mapepire-IBMi_mapepire-server,2,2,6,2,0,0,4,2,2,0,0,0,maven,false,open source,88,72cdb206370c0c5b74084511136588114a9a88ed,improvement
1384,Nhathuy1305_OOP-based-Bomberman-game,1,0,1,0,1,0,0,0,0,0,0,0,maven,false,open source,217,3c8e79e7470d777f85b80702dd92f9f423b14230,improvement
1394,vertx-china_ShallVTalk,1,0,1,0,0,0,0,0,1,0,0,0,maven,false,open source,134,338ae1576b20e4e29b429655e2a5dd40915477f1,improvement
1395,leewyatt_rxcontrols,1,0,1,0,1,0,0,0,0,0,0,0,maven,false,open source,170,5040a5a36d7f9a43bd565291c14b9b9e34ac94ee,improvement
1396,huanfenz_BookManager2,4,3,118,45,7,5,51,15,53,24,7,1,maven,false,open source,332,9d7941439f818a8c5d9cffd2d56d491086ee432f,improvement
1398,fuzhengwei_CodeDesignTutorials,3,1,10,1,1,0,4,1,3,0,2,0,maven,false,open source,51,b37465d3ac87c38c90a0e06b6973119925420633,improvement
1403,blibli-badak_selenium-har-util,1,1,20,6,2,1,11,4,6,1,1,0,maven,false,open source,143,9f56868ea70a41000466f71d2192c59a6dd80be0,improvement
1406,Peithon_JustC2file,2,1,4,1,0,0,1,0,2,1,1,0,maven,false,open source,81,7b14ee267808f60739cbc377354645a9aa378f18,improvement
1409,dgroup_arch4u-pmd,2,0,2,0,0,0,0,0,0,0,2,0,maven,false,open source,105,3185c088ac7c63f46472321f9330ab4445c51008,improvement
1410,whu-totemdb_tmdb,12,4,274,22,6,0,37,7,156,15,75,0,maven,false,open source,208,8f7e509ddb39912ce4b0a16b4c97938e5cfae34f,improvement
1414,houbb_nlp-hanzi-similar,0,0,0,0,0,0,0,0,0,0,0,0,maven,true,open source,52,e3eca5b92396280220652ec66a8d57b93539cf09,no improvement
1417,OpenHFT_Chronicle-Test-Framework,0,0,0,0,0,0,0,0,0,0,0,0,maven,true,open source,92,fefed3fd51dfcf77a8d92ddc94a104a27764ff99,no improvement
1420,Azure_java-aks-aca-dapr-workshop,9,0,385,0,19,0,164,0,174,0,28,0,maven,false,open source,205,3a9d645bcd598923ed8b89cb0d087328c666461e,improvement
1422,sigpwned_chardet4j,0,0,0,0,0,0,0,0,0,0,0,0,maven,true,open source,68,9cd835df5f14626cf8998c388a5c2e50cf656cad,no improvement
1424,huanfenz_StudentManager,13,4,238,79,6,3,53,33,114,28,65,15,maven,false,open source,252,2c92f038afdfb22f0224d7717a025f5127f01535,improvement
1428,ananthdurai_schemata,5,1,22,2,2,1,6,1,13,0,1,0,maven,true,open source,168,21a6b14f78c48355e49471b08c017341b51fd191,improvement
1429,MortBA_BankWiser-Banking-Software,0,0,0,0,0,0,0,0,0,0,0,0,maven,false,open source,57,7873db889ee5309f9cb9477e87b79f812aa6d870,no improvement
1432,Akuien_Power_Bank,1,0,1,0,0,0,0,0,1,0,0,0,maven,true,open source,45,62fd9f80e992ef018c8323c868602a0ccd4dfbe6,improvement
1434,RedHat-Middleware-Workshops_spring-to-quarkus-todo,11,9,43,23,10,8,14,7,16,8,3,0,maven,false,open source,162,8a5ecb8a8f4750533fb824766c97ed5bda25a8ac,improvement
1435,chinayin_WeworkChatSDK,6,4,61,24,7,2,28,10,26,12,0,0,maven,false,open source,223,a76f7a26843210cc5af31351283757ae4bb174a6,improvement
1380,yagol2020_PaperWebCrawler,12,9,121,74,7,4,63,36,37,25,14,9,maven,false,open source,4983,a6c4cc684b745084d11ba52d256119633af978f4,improvement
1447,GlennnM_FlashPrivateServer,0,0,0,0,0,0,0,0,0,0,0,0,maven,false,open source,41,69a5c7c1334b73d6c9fa9fddc82233dfad9521bd,no improvement
1450,ringcentral_metrics-facade,17,4,235,80,34,10,114,40,85,30,2,0,maven,false,open source,722,545e0b64a8b1d377a863620fd2a16fe90f0c7b1c,improvement
1452,camunda-community-hub_camunda-8-benchmark,3,0,9,0,3,0,1,0,5,0,0,0,maven,true,open source,123,79cb0071dea586f016fef5ec82f853b3cb9a647a,improvement
1453,fouomene_poc-spring-with-webapp-gestionmateriel,16,12,332,180,23,15,135,77,135,76,39,12,maven,true,open source,1394,71cd7281457eb4b938e56f3fb169854d1d5e9fb7,improvement
1443,wangfan002_db2es,15,9,375,296,20,14,158,117,156,131,41,34,maven,false,open source,2888,19eee3ffcd6bb276a32bfcfa09ac8048b1cf95cb,improvement
1459,SAP_btp-environment-variable-access,1,0,2,0,1,0,0,0,1,0,0,0,maven,false,open source,164,41d0e1f3bdb0307819a38131a1e79c9da45ef756,improvement
1460,yaml-path_YamlPath,0,0,0,0,0,0,0,0,0,0,0,0,maven,true,open source,111,98145ed5dcaafff5ddfa317dea8d103a93c603b9,no improvement
1463,gm2552_hungryman,27,6,772,28,98,0,316,24,350,4,8,0,maven,false,open source,1107,eac6694bbfc86faad93a00faf13a217d0738dd01,improvement
1470,PramodKumarYadav_zero,3,1,12,8,1,0,6,5,4,3,1,0,maven,false,open source,98,c0fe432ea085e34dc0a8e653593ab7e7cf242bbf,improvement
1466,Tomasz3976_car-rental-project,11,9,320,134,17,13,116,57,143,58,44,6,maven,false,open source,840,b8bd9df9bfe2a9a1dfd2f337633a01154befebce,improvement
1481,JavaMoney_jakarta-money,0,0,0,0,0,0,0,0,0,0,0,0,maven,true,open source,93,2daa32c9fe57cac1d23ec3a7b2663394c3af9b5d,no improvement
1482,pmiaowu_log4j2Scan,3,2,4,2,0,0,2,2,2,0,0,0,maven,false,open source,102,6ce313b1503e742f6289d1b7d830ab0fd3a9dc30,improvement
1483,API-Security_APIKit,3,1,9,1,0,0,6,0,3,1,0,0,maven,false,open source,89,daeb4d928f3ea5ed35b0d62915ac0a65346f1294,improvement
1486,mfaisalkhatri_rest-assured-examples,1,1,1,1,0,0,1,1,0,0,0,0,maven,true,open source,70,3c585f9a249a14b3d8524751bded45c20058e125,no improvement
1492,joejoe2_spring-jwt-template,14,11,133,87,24,19,44,37,62,28,3,3,maven,false,open source,798,14c62610941872014865cffff199f1502eeef09e,improvement
1493,CreatorsStack_CreatorDB,2,0,6,0,0,0,2,0,2,0,2,0,maven,false,open source,71,eae98ff76618354004bc6c7c12a578814ec0392b,improvement
1495,mfaisalkhatri_selenium4poc,2,2,23,13,3,2,11,8,8,3,1,0,maven,false,open source,98,d93c5da3e35cb9d022490c522fc14f5a19247a6b,improvement
1497,SeRoSystems_lib1090,0,0,0,0,0,0,0,0,0,0,0,0,maven,true,open source,81,a01cea7f9e4a6049acf2cb182dc460ee28ad31f2,no improvement
1491,InnoTutor_Backend,12,8,233,107,15,16,106,47,92,35,20,9,maven,false,open source,1393,de2e308375f37ffa490ecc2443bf77601c675996,improvement
1500,Long9912_JavaWiki,17,10,460,233,24,13,196,86,200,114,40,20,maven,false,open source,1085,8cf0c07630ea0778462ab9c9261fd1f3a3b82758,improvement
1504,woodpecker-appstore_jexpr-encoder-utils,0,0,0,0,0,0,0,0,0,0,0,0,maven,false,open source,62,6e846b9ad7b37912eeb23ec11abb7381c46d56aa,no improvement
1502,freedev_quarkus-smallrye-reactive-messaging-example,2,0,42,0,0,0,28,0,14,0,0,0,maven,false,open source,533,c5e4b7fedd2b496da1f001b70307c392bc1dbd15,improvement
1508,VGEAREN_webdav-caiyun,3,1,84,3,6,0,36,2,36,1,6,0,maven,true,open source,144,d5486da9df3c30ba0449bb47b4e510888fcc627d,improvement
1507,leandrosnazareth_pdv-api,15,15,316,252,17,17,129,99,128,103,42,33,maven,false,open source,1267,6ca0e23b6dcf7065350f60ce7f02cbf9e9fcec7a,improvement
1514,noear_esearchx,1,0,1,0,0,0,1,0,0,0,0,0,maven,false,open source,76,4d0d7fa27541db848942fa45764ad92d801576cb,improvement
1516,joosing_fireball,6,2,105,78,8,6,43,31,45,35,9,6,maven,false,open source,528,ae7a5caced4a6746d2f0b913bcb576474896b994,improvement
1517,evgeniycheban_spring-data-reindexer,5,3,13,10,3,1,8,7,2,2,0,0,maven,false,open source,136,8afe6d5bc3886a683cae00e76f6f133734db85ab,improvement
1519,qianyu1009_ja-netfilter,0,0,0,0,0,0,0,0,0,0,0,0,maven,false,open source,44,0b215450ca7791ec7d82456702b88ca5c266d2d3,no improvement
1520,filip26_iron-verifiable-credentials,0,0,0,0,0,0,0,0,0,0,0,0,maven,true,open source,71,b913dc9a26fc2a62b9bd3984c6fefda08e1d0c47,no improvement
1513,ozifirebrand_printHia,8,5,135,42,10,5,50,16,63,18,12,3,maven,true,open source,1823,5db9ced25d63d2bde263bb359901179628ea3963,improvement
1533,simple-java-mail_java-utils-mail-dkim,0,0,0,0,0,0,0,0,0,0,0,0,maven,true,open source,112,a20ed7a00d05d83e1a7e24b2471908289eba5034,no improvement
1534,oldSorcerer_CryptoAnalyzer,0,0,0,0,0,0,0,0,0,0,0,0,maven,true,open source,49,fdd9004603e67d3690a15891e4b45a3367d9d410,no improvement
1525,judebantony_cicd-github-action-example,11,10,211,173,17,16,90,75,87,70,17,12,maven,false,open source,1005,02e9fe7a5b22e43420cea8159425915358af2b21,improvement
1537,awslabs_app-server-migration,5,3,47,27,0,0,16,9,21,14,10,4,maven,false,open source,250,eb8ed9799491f1bc068ab30e0829a1d78fb485c4,improvement
1539,taosdata_kafka-connect-tdengine,1,1,6,1,0,0,4,1,2,0,0,0,maven,false,open source,112,515c48866b1d6ef683c1c823f2ee5644d458656f,improvement
1536,graphaware_neo4j-config-cli,7,5,51,47,6,6,25,23,20,18,0,0,maven,false,open source,570,95a58bbfe9ec17f1fe054587b439871378629a5d,improvement
1555,aldo-gutierrez_bitmasksorter,1,1,8,8,0,0,0,0,4,4,4,4,maven,true,open source,69,6cc1f1da6bc2d7c77e948bb65305a5117e545e18,no improvement
1559,Szahu_OpenJRE,0,0,0,0,0,0,0,0,0,0,0,0,maven,false,open source,272,32120eaf79ab7b8e121910b0b79a17f7a348cc49,no improvement
1564,AndreyCordeiro_sistema-gerenciamento-estoque,12,9,273,202,17,13,98,68,131,99,27,22,maven,true,open source,855,d2a22152d59c1b7d20c0b8e7c00682eb03d37e33,improvement
1566,sizzlecar_mundo,8,3,53,14,10,4,19,4,24,6,0,0,maven,false,open source,219,d4c9cae27d40b212a03369a31c64183ce28c8182,improvement
1568,Col-E_InstrumentationServer,0,0,0,0,0,0,0,0,0,0,0,0,maven,true,open source,61,54c8a0be210dffd0e9014511c1a20d6530772a55,no improvement
1572,GoldenDelicios_Lite2Edit,0,0,0,0,0,0,0,0,0,0,0,0,maven,false,open source,47,304f7c8e5b255e33414d83349763056bcbba7ffa,no improvement
1574,cubefs_shuttle,12,7,387,113,15,5,129,43,174,49,69,16,maven,false,open source,1725,75589833f50651a7e61698bc88d49ae2b002d917,improvement
1575,telenordigital_sms-smpp,2,1,11,9,1,0,6,5,3,3,1,1,maven,true,open source,279,cf05e56c406d2aa120337998cd777f77dbad50ae,improvement
1577,EricCml_Wiki,11,10,313,224,20,18,146,103,129,93,18,10,maven,true,open source,1259,7d07a55103019e3db2e7b13508fc290a6f9a1849,improvement
1580,hyperledger-labs_hlf-connector,19,18,283,282,20,20,136,136,116,115,11,11,maven,true,open source,2267,f718468a53f9e4ad189089634256203e624c9bf0,improvement
1581,ReLive27_spring-security-sample,12,8,1423,1336,117,110,641,604,573,535,92,87,maven,false,open source,4452,2ca8b64b4708e70529004716dbcce202faf42b4d,improvement
1585,b1ackc4t_MarsCTF,12,7,254,81,16,5,118,36,101,32,19,8,maven,false,open source,596,c801c3d4f48970cf308c82ef167973e008cd0479,improvement
1587,toledosakasa_SMARTFL,0,0,0,0,0,0,0,0,0,0,0,0,maven,false,open source,89,10a921455c1e8f0474f8672e9709ff6107b15fd6,no improvement
1592,randomnoun_java-to-graphviz,6,4,38,16,2,2,14,5,11,4,11,5,maven,true,open source,484,5a97fbcec60e417cc1410155c8ef6d214777d27c,improvement
1593,drasyl_netty-tun,0,0,0,0,0,0,0,0,0,0,0,0,maven,true,open source,53,7b7cff87936130eab5cd5d99e21f3321c2e36766,no improvement
1597,FlowingCode_GridHelpers,6,6,92,92,3,3,26,26,62,62,1,1,maven,true,open source,1116,816cf173cd60f552686b616f0194ac4bdf8fddcd,no improvement
1599,yangh124_weather-push,16,14,208,170,28,24,76,59,96,80,8,7,maven,false,open source,783,f856ccc024bb67386a8c6f2a73bf5356c09f26bd,improvement
1600,linycha_sell,29,25,972,644,36,34,327,225,442,289,167,96,maven,false,open source,2462,62b387b488e7105c6afd90d041fac89592476f0f,improvement
1601,lofi-enjoyer_Valkyrie,0,0,0,0,0,0,0,0,0,0,0,0,maven,false,open source,233,a30e4b4c578e48522448da11bb3fd7defcb98051,no improvement
1603,Le36_chip36,0,0,0,0,0,0,0,0,0,0,0,0,maven,true,open source,173,7bdda9e9e378430d1eced68e10636523c70316e0,no improvement
1605,mertyalcin-code_rentACar,7,5,171,54,13,9,70,22,75,20,13,3,maven,false,open source,463,816cbda46e353b08de1236b22ebed764cfb782df,improvement
1617,AleksK1NG_Java-Spring-CRQS-Eventsourcing-Microservice,12,3,255,51,20,4,108,26,115,19,12,2,maven,false,open source,207,e7f1a901d9b42595099adab82781ed893d299c0d,improvement
1620,mindee_mindee-api-java,1,1,30,30,7,7,13,13,10,10,0,0,maven,true,open source,150,503570dd1ca44074c7da2c7f1f060e6eac546ad7,no improvement
1624,wiqer_ef-redis,2,0,6,0,0,0,4,0,2,0,0,0,maven,true,open source,166,0ec795bb7ffcb86ba98b23b5ac81929c9bbf8a50,improvement
1625,TianShengBingFeiNiuRen_springboot-util,16,12,369,169,21,18,121,78,168,66,59,7,maven,false,open source,1214,73c6626a5b762a145c3f8aa74bc24a0b63919511,improvement
1628,clarisma_gol-tool,0,0,0,0,0,0,0,0,0,0,0,0,maven,true,open source,72,0be7e050e2798299834b3e8d9d7c315e5607a0ce,no improvement
1630,ShimaaBetah_fillet-o-neumann,0,0,0,0,0,0,0,0,0,0,0,0,maven,true,open source,67,674a9d95ab6bdaaac6842a4a9ed49c8bf063c020,no improvement
1635,joseluisgs_Blog-Relacional-AccesoDatos-2021-2022,1,0,1,0,0,0,0,0,1,0,0,0,maven,false,open source,61,fac3c850a499b838f027ba79579207b0cb0aa59b,improvement
1636,ZenWave360_json-schema-ref-parser-jvm,3,1,7,1,1,0,4,0,1,1,1,0,maven,true,open source,126,e36f545f6b67866aad6b66323601f315c49c06e0,improvement
1637,yuejianli_Stock_Api,28,28,730,730,33,33,250,250,345,345,102,102,maven,false,open source,11030,2bf212b367e6b4b7aee2d7cd0e2ee03a8e4fc8cb,no improvement
1638,syntifi_near-java-api,7,4,66,50,0,0,44,41,22,9,0,0,maven,false,open source,133,8b53dfdd5adc82f0e23bfa7bddf3db7b12204dd6,improvement
1641,daphdev_BookShopWeb,1,1,5,1,0,0,1,0,4,1,0,0,maven,false,open source,61,c180b1d4e89241089bcb5a0beacaaa9e0426fd81,improvement
1642,longbig_multi_function_github,12,10,306,290,13,13,85,79,160,151,48,47,maven,true,open source,1154,3adce0bafb1be2041ea3aa083d78c03bf583ff21,improvement
1646,spring-petclinic_spring-petclinic-vaadin-flow,10,0,33,0,12,0,7,0,14,0,0,0,maven,true,open source,704,4bbfa31424cfef4833689fc96322e87facd0d18f,improvement
1649,vespa-cloud_vespa-documentation-search,0,0,0,0,0,0,0,0,0,0,0,0,maven,true,open source,159,f6185847fa05cf7b9518c2b9c8eb2e44619a5698,no improvement
1650,wh1t3p1g_tabby-path-finder,4,0,48,0,3,0,35,0,10,0,0,0,maven,false,open source,210,cef6846fff5fd6d610b187b5709d3bfa083dfb28,improvement
1653,KatsuteDev_OneMTA,0,0,0,0,0,0,0,0,0,0,0,0,maven,true,open source,53,9eadacd0017012171460a7634d054f0d0c237432,no improvement
