id,Project Name,Number of dependencies with vulnerabilities (Before),Number of dependencies with vulnerabilities (After),Number of vulnerabilities (Before),Number of vulnerabilities (After),Low vulnerabilities (Before),Low vulnerabilities (After),Medium vulnerabilities (Before),Medium vulnerabilities (After),High vulnerabilities (Before),High vulnerabilities (After),Critical vulnerabilities (Before),Critical vulnerabilities (After),Build Tool, Tests,Project Type,Execution Time (s),Artifacts,Improved
998,dzzhyk_movielikes,23,8,671,31,39,3,223,16,307,10,102,2,maven,false,open source,1653,074c214adca1802dd3f202a3888e956728758dfe,improvement
1008,SeeMountainSea_shanhai-guard-spring-boot-starter,8,1,225,8,20,4,106,2,88,2,11,0,maven,false,open source,197,0eed4df28b71dfcacbef15dbe832435eca6e30c4,improvement
1012,Today-I-Learn_domain-analysis-inflearn,8,1,164,1,11,0,75,0,67,1,11,0,maven,false,open source,145,8cfd7ea68ec85ecd171bf87f276dd1688b75e6b4,improvement
1013,old-horizon_selenium-k8s-dynamic-grid,2,1,9,4,0,0,7,2,2,2,0,0,maven,false,open source,194,3e70648ec0af70d0f5b7555ff5944ee7b571635e,improvement
1015,abcabcabc123662_notepad,1,0,4,0,1,0,1,0,2,0,0,0,maven,false,open source,60,e49bcdda39230d257ae42d411942a557846cde0d,improvement
1016,LOOHP_BlockModelRenderer,1,1,1,1,0,0,1,1,0,0,0,0,maven,false,open source,81,24649025c14713413b94f5518eaca87922c95d0b,no improvement
1025,folksdev_movie-api,12,10,266,247,16,16,119,111,111,102,20,18,maven,true,open source,1461,55e3bdde35c24cafa6b4909c7533a3a88bc56847,improvement
1030,rubykv_autocluck,4,4,132,59,10,10,59,19,54,29,9,1,maven,false,open source,392,d86459d1616c0ac8ee63a03c8111695a18e61607,improvement
1031,PenguThePenguin_Ventis,5,1,12,1,1,0,3,0,8,1,0,0,maven,false,open source,91,3c9144b47daccd57e1c1c56d94b65bccf53fe0e4,improvement
1034,grant1499_smbms_java_web,3,2,7,5,0,0,4,3,3,2,0,0,maven,false,open source,70,76e2e2fb0c39fcd8cbbe64275c83681483c21099,improvement
1035,royenheart_MngRunningHorse,0,0,0,0,0,0,0,0,0,0,0,0,maven,false,open source,53,07021cc990da7f55a4c07c5f064da474fed86da9,no improvement
1036,szymon-sawicki_reactive-timesheet-app,4,0,103,0,8,0,43,0,44,0,8,0,maven,true,open source,119,3617337e9e0d1a114b767a2c1e92fc97c2f28c25,improvement
1042,thisisnzed_EasySQL,1,1,9,1,0,0,3,0,6,1,0,0,maven,false,open source,65,abd5186e4ebe523d27305ecbc0e3855860b067ad,improvement
1045,9vult_kfxgui,0,0,0,0,0,0,0,0,0,0,0,0,maven,false,open source,513,022036f3a5cbf52ce92a7feb3cd090443389f8b1,no improvement
1049,franiglesias_flowapowa,0,0,0,0,0,0,0,0,0,0,0,0,maven,false,open source,71,7c460ee3497e09fbb2e5252dc9f50dfc0cbde3b4,no improvement
1054,apiaddicts_sonar-openapi,8,6,394,372,8,7,67,56,251,243,68,66,maven,false,open source,209,d2968ccb91512c8a0ff0fdb3abd723f5b77345ae,improvement
1044,Four-Clock_elasticserach-spring-boot-starter,4,4,64,63,3,3,46,46,14,13,1,1,maven,false,open source,1258,dfc0ee3594646d770a6c3adc9599e373cc62f8bd,improvement
1057,qishenghe_hugin,2,1,5,1,1,0,3,1,1,0,0,0,maven,false,open source,61,fd3355191251e5cfc66712a46d47a75f140cfc95,improvement
1056,yannisf_schoolcard,3,2,24,10,3,0,18,6,0,2,3,2,maven,false,open source,269,9f443a255b7d0da1a1e4e60e7922181c6f8e28fc,improvement
1060,luontola_clojure-native-image-agent,0,0,0,0,0,0,0,0,0,0,0,0,maven,true,open source,46,d227166198a9e2f488bfe0f2323d48aeab5dd4d3,no improvement
1065,ShafiqSadat_KankorRobot,4,0,14,0,1,0,4,0,9,0,0,0,maven,false,open source,77,a31f2b49eb216d861f847639eb614f8ef3b5be24,improvement
1067,javaconda_javaconda,1,0,1,0,0,0,0,0,1,0,0,0,maven,false,open source,243,0ae13a85b2e5a8e09aae662ff9d5075e0a0424fc,improvement
1069,ace-lectures_re21-devops,2,1,11,3,1,0,8,2,2,1,0,0,maven,true,open source,137,0e29f4b70cbf9003f1c22807efa227343b35111a,improvement
1064,Katibat_java-filmorate,6,3,111,88,10,8,48,38,50,40,3,2,maven,true,open source,624,9945c2a0d8d3e01583ec1e7d65a21768b476b546,improvement
1071,BSN-DDC_did-sdk,11,4,90,50,4,3,49,27,31,16,6,4,maven,false,open source,170,80125fab985e3f2d258a52db5bef90537db731db,improvement
1073,LambdaTest_LT-appium-java,11,1,67,6,9,1,32,4,24,1,2,0,maven,false,open source,163,6346246c271f894736177de36087d486795ec845,improvement
1076,casdoor_casdoor-spring-boot-example,4,2,142,86,10,5,63,37,60,38,9,6,maven,true,open source,374,0f31c60ca67628406b1b1dc95163e760de81678f,improvement
1079,emanuelfc_Authorize,5,0,19,0,1,0,7,0,8,0,3,0,maven,false,open source,134,66471ac1b9a77eced5f4387515aec0df348fe1a9,improvement
1082,sunnyvale-it_CVE-2021-44228-PoC,1,0,4,0,0,0,1,0,1,0,2,0,maven,false,open source,48,fb13959c4ee9989b71cc9ce541e585fccb21955a,improvement
1075,zakariamaaraki_Distributed-LRU-Cache,7,6,291,168,16,11,105,80,130,65,40,12,maven,true,open source,1024,b8ccd9d3810d33821297b60667696233736a5b29,improvement
1083,HeavyTiger_mall,10,4,282,146,10,3,83,36,133,70,56,37,maven,false,open source,403,6fc76473c4154d88b57e68eaf36086f48eaea933,improvement
1084,Evangard_FromScratch,6,3,28,14,3,1,14,8,9,4,2,1,maven,false,open source,250,3fe01c0a02945a74b10f48054e59767acec280da,improvement
1086,R4ph4e1-0x01_Resign-Plus,2,1,3,1,0,0,1,1,2,0,0,0,maven,false,open source,62,a4334a718dd4042847a5841259a73318e32ecd24,improvement
1093,zxcvbn001_CodeReview,6,1,30,5,2,0,3,1,14,4,11,0,maven,false,open source,83,7081fbe8d6a791264cc25610864b36ecf0e62bb2,improvement
1095,SelimHorri_elastic-boot,4,0,154,0,9,0,79,0,58,0,8,0,maven,true,open source,148,f9c7b8f6ff6e147cbf8b3e16db7ecf99697ddb5e,improvement
1090,ViniciusReisch_DesafioPubFuture,5,5,113,106,8,8,44,42,52,47,9,9,maven,false,open source,568,4341343c2e5b1a83fa5c570d3883151243767d4f,improvement
1099,baldLi_WeChatPaySDK,5,3,103,48,8,5,43,22,45,19,7,2,maven,true,open source,458,753736d19bc9f73c5818ebfa694a30d16f1b7d52,improvement
1100,crudzilla_crudzilla,6,3,49,11,2,1,15,4,23,4,9,2,maven,true,open source,564,35cafd55181ebed2c113860d9230cc730ea878ba,improvement
1103,Cookie-Studio_SuperCommandBlock,3,1,22,14,2,1,12,9,8,4,0,0,maven,false,open source,125,49f634e5b8cf3e26681cd80cafca4623a8c92d94,improvement
1107,adityamk43_Hotel-Management-Web-Application,1,0,2,0,0,0,1,0,0,0,1,0,maven,false,open source,62,64813efc577a2fcac31c38aa72986c34fac5d088,improvement
1108,DragonLog_studentManagement,2,1,9,4,1,0,4,2,4,2,0,0,maven,false,open source,59,fda821bdfaad5aca679253e073f225c8556eaf92,improvement
1111,maciejwalkowiak_troubleshooting-spring-boot-appplications-with-sentry,11,1,297,1,29,0,125,1,131,0,12,0,maven,false,open source,229,eb47f9c44f99575da10b149c4940573b8a3e092d,improvement
1112,gumpdev_worm,1,1,9,1,0,0,3,0,6,1,0,0,maven,false,open source,80,a848b4f3ef87e9fcdffbfef9f39877cb1521b092,improvement
1114,lihongze_BatchCreateNFT,4,3,113,46,6,6,29,22,63,18,15,0,maven,true,open source,409,f983bb962911e3e1c355b3db0926c9383704ccf7,improvement
1117,feltex_feltex-excel-util,3,2,11,4,2,2,5,2,4,0,0,0,maven,true,open source,163,d76ab8eb373c86bae99eb51cda7050bbf7edb609,improvement
1119,nuriyeyldrm_car-rental,12,11,390,215,19,17,122,63,186,105,63,30,maven,false,open source,974,09653adf19f3113cee702097dcae25e29e3973f5,improvement
1120,apache_beam-starter-java,1,1,1,1,0,0,0,0,1,1,0,0,maven,true,open source,80,f4614d2701af745b4548c4438fb82016b8c7e4fe,no improvement
1121,NintenSAGA_HTTP-Client-Server-for-Java,1,0,2,0,0,0,0,0,2,0,0,0,maven,true,open source,49,b5a591b712a730551dcacdd51fa6891647973b90,improvement
1125,LevelUp8_JKagu,0,0,0,0,0,0,0,0,0,0,0,0,maven,false,open source,155,5d0aba0af5dc5293872cb445bb0970b8cc99beb6,no improvement
1128,tspannhw_airquality,6,1,117,11,9,1,58,6,47,4,3,0,maven,false,open source,308,d13ce03cb6ce0120fca3556d42380e2a4bdc5c9a,improvement
1127,didifive_queue-service-api,11,9,125,103,15,14,42,36,63,49,5,4,maven,true,open source,1008,69490de1de0095eeab84006ddebbd66293cf384b,improvement
1135,amuthansakthivel_AmazonAssignmentWithDockerSupport,7,5,73,20,7,3,42,12,22,5,2,0,maven,true,open source,239,eb38c77efecbd0ba7db91d35df9a6743bee6018e,improvement
1136,codejive_java-properties,0,0,0,0,0,0,0,0,0,0,0,0,maven,true,open source,78,fc2746cd0cc1b65719e154825c96e19d07b6b624,no improvement
1134,flashvayne_rbac-spring-boot-starter,4,4,111,63,8,9,47,29,48,23,8,2,maven,false,open source,881,d4b4bdb15d2122b072de438812074c76fe065b36,improvement
1137,IBM_ibm-ix-aem-sonarqube-plugin,0,0,0,0,0,0,0,0,0,0,0,0,maven,true,open source,127,8e34d93ae5ac9e67d4bfc028a55c5d31b6ae8cda,no improvement
1138,jpkhawam_WordleFX,0,0,0,0,0,0,0,0,0,0,0,0,maven,false,open source,448,0ac0b18b94aacddcab16de8aceee687dc32dffd3,no improvement
1140,PlayerHOI_Iron-Workshop-Flag-Creator,3,1,13,1,0,0,4,0,9,1,0,0,maven,false,open source,513,5b14fd219e8471803fed0c80fbc1640bc75fc974,improvement
1142,CodeXu-cyber_xw-load-balancing,2,2,10,7,1,1,3,1,3,2,3,3,maven,false,open source,188,4c2a970d22753fd50e9b57eb2f22cada538bd7a2,improvement
1141,mabahmani_imdb-scrapping,9,6,132,122,10,9,62,59,50,45,10,9,maven,true,open source,531,2bc2c476e365d5699a39c0b3c20fbbd876449ddd,improvement
1147,lxr1907_texas,4,0,20,0,8,0,7,0,5,0,0,0,maven,false,open source,80,a9c27c37a2f7548b521e844893f4fa8f50bf0d08,improvement
1144,jphaugla_Redisearch-Digital-Banking-redisTemplate,9,7,128,114,17,16,50,46,59,50,2,2,maven,false,open source,1060,adfb371f2036b784fc472c830ba7c74befe45fa5,improvement
1157,birddevelper_NoteBookManager,9,9,257,246,16,16,99,97,121,114,21,19,maven,true,open source,1346,b2764f16e1a76cb215979b505ac636572cb3385a,improvement
1159,ivanmorozfd_tvsuStudent,9,9,252,246,18,18,100,99,112,107,22,22,maven,false,open source,1370,fb4dac7f9d170ed5538b6477a8bd86ed9f740476,improvement
1161,chengjundong_imooc-flink,8,3,99,54,0,0,34,32,63,22,2,0,maven,false,open source,1033,c286eb4af5604832819d42bb4d534e7485df372f,improvement
1162,GoogleCloudPlatform_java-recaptcha-password-check-helpers,1,0,2,0,1,0,1,0,0,0,0,0,maven,true,open source,121,42b6f5243c1b31f98762127aa2d4953ffbb33eb8,improvement
1164,enncy_mall,5,2,31,2,1,0,12,1,17,1,1,0,maven,true,open source,93,e5189758ff7555e60485aaae3fae2efeb1cd4562,improvement
1166,Fliskey_qbot,11,8,196,148,15,11,85,66,86,67,10,4,maven,false,open source,976,75a179bd5dfb80c494adaa9a848bbd24ff0b16f3,improvement
1169,CodeSlogan_hnucisys,13,12,486,318,26,19,169,107,212,145,79,47,maven,false,open source,1441,3873adec06e83c49e132f160083bb8f8c8f8b584,improvement
1158,Samuluo_SoftwareCupRear,19,16,445,386,21,20,150,117,202,181,72,68,maven,true,open source,7242,4eeeda88d862f36c9d4043791f77252d10d9e47b,improvement
1171,kmandalas_spring-cloud-component-tests,14,13,456,305,26,25,211,142,192,125,27,13,maven,false,open source,1288,f92db7c6ef67c1cc6d79734b80327887ce5bb367,improvement
1174,h0rd7_PendingIntentScan,1,1,8,4,1,1,5,1,2,2,0,0,maven,false,open source,79,77ab17c76b288df8fcc472c2af1933cb7dd2e92b,improvement
1173,zzzzzzzzyt_zeng-userCenter,6,3,162,53,11,5,74,18,67,29,10,1,maven,true,open source,402,0df8d79febe5fa3e906262463914878506f86344,improvement
1177,Until-You-Possible_javaDemo,5,2,138,83,10,6,60,35,59,36,9,6,maven,true,open source,533,4016d06a9a13b00dec06e3ca036970bbca5171fe,improvement
1176,folksdev_account-api,10,8,199,180,12,12,91,83,82,73,14,12,maven,true,open source,1440,eadcb3a060d8621cb50ad138a299959262f28e7a,improvement
1179,Nurislom373_MockDataGenerator,7,7,138,127,10,10,59,57,63,56,6,4,maven,false,open source,760,bcf710dc93e4bcda5d91979484da252683b50233,improvement
1182,JacksonElia_EthermineTracker,3,1,53,6,5,1,29,4,15,1,4,0,maven,false,open source,301,ab62121d673b7a78b01ac64bf712cbda9f88087c,improvement
1183,Until-You-Possible_Algorithm,3,0,95,0,7,0,40,0,41,0,7,0,maven,true,open source,115,1b4edfed853b0baba9db56c78704992d20e819ff,improvement
1190,manuelernesto_subscription-system,0,0,0,0,0,0,0,0,0,0,0,0,maven,false,open source,35,7576ea822859a2a1540dfd1b4d1379b4271dd25f,no improvement
1181,rocketseat-creators-program_spring-rest-pdf-endpoint-2021-10-12,7,6,162,130,11,8,78,61,61,51,12,10,maven,true,open source,1014,06ee3c732b2d839a59bdd63a6a8473b6acd537e0,improvement
1192,WinterChenS_minio-multipart,7,5,174,169,10,10,58,55,89,89,17,15,maven,false,open source,897,8c8ffae91baa238deba2ec6cfc538909990bb09f,improvement
1193,VGEAREN_pikpak-webdav,4,1,85,3,6,0,36,2,37,1,6,0,maven,false,open source,146,6e3acc5c54c249c1e27948074db711cecd1dd38d,improvement
1196,x-funs_java-fun,0,0,0,0,0,0,0,0,0,0,0,0,maven,false,open source,59,b76af8943a15edfd6e74d05a932b80f0d58bb459,no improvement
1191,rabia-cakir_CreditApplicationProject,11,10,305,212,18,16,97,85,144,88,46,23,maven,false,open source,1671,449ea5a233c1e8f26b4378b15988aebbd910604c,improvement
1202,IHTSDO_delta-generator-tool,0,0,0,0,0,0,0,0,0,0,0,0,maven,false,open source,45,d6d8910468209ea141b96788b1c8028df9f0e91f,no improvement
1200,nebula-contrib_nebula-real-time-exchange,10,9,107,83,7,6,61,51,38,26,1,0,maven,false,open source,767,86d08c8b8e99263b81c7910d7b5643ee5d0d020f,improvement
1206,natanielpaiva_arquitetura-hexagonal-spring,5,5,145,145,11,11,63,63,61,61,10,10,maven,false,open source,714,a0dc7879606a43fa689f47cbec16e9b7863d281d,no improvement
1207,fuming-wang_OnlineOJ,7,6,138,88,11,11,53,30,65,44,9,3,maven,false,open source,805,5a7d73533c61ba6c465d091eb36d9425162a7fdf,improvement
1212,zhao520a1a_processon-to-md,3,1,9,3,0,0,3,1,5,1,1,1,maven,false,open source,90,5bf6450171603acbc305e55b8dcf15f2d504afd9,improvement
1210,aalmiray_mn-cli,7,7,27,27,1,1,13,13,13,13,0,0,maven,false,open source,1179,759b32e7e32c085d6b55565c52e9406f45139555,no improvement
1214,JuniperLibrary_SpringSecurityOauth2_demo,5,5,414,414,10,10,98,98,231,231,75,75,maven,false,open source,693,d95b072e1eb9c01e86f5801fac58486691eec21d,no improvement
1216,Appdynamics_prometheus-extension,7,1,84,1,6,0,41,0,34,1,3,0,maven,false,open source,259,82703814709ac5d0e77af53e93c5c57ed4f3518f,improvement
1221,dahai1996_flink-quickstart,10,8,166,96,7,5,70,44,73,41,16,6,maven,false,open source,724,ef9ed24e44dddeb7fb3c887911bc5c7238963eba,improvement
1225,software-testing-bootcamp_rest-assured-testng-java-api-testautomation,1,0,1,0,0,0,0,0,1,0,0,0,maven,false,open source,54,387621acacf1be394c1e493b4d282d9777d36c2d,improvement
1226,CONTINUE12_SpringBoot_StudentManagerSystem,6,5,166,138,10,10,75,63,68,57,13,8,maven,true,open source,1204,697eb001d6234466b0f6791e6544b6df4056c48b,improvement
1227,Kevin-sa_security-bom-analyze,9,0,183,0,13,0,90,0,70,0,10,0,maven,false,open source,217,975be8afc268cdf8884b1cb905b6cb0eb9445d2e,improvement
1213,xiongsihao_emos-wx,20,20,557,557,30,30,214,214,243,243,70,70,maven,true,open source,4251,d2786fc5b05162e8ef36a06c355d8803f85db1a0,no improvement
1235,MoussaOustouh_design-patterns,0,0,0,0,0,0,0,0,0,0,0,0,maven,false,open source,41,e713ee29c3a9372f98a68f50ad34398acf17c0ad,no improvement
1233,JonathanRamirez1_Spring-Boot-ChallengeBackend-Alkemy,9,7,270,217,11,11,73,66,135,108,51,32,maven,false,open source,1040,a605c3f29345fbafb67e9f8be0e4987390c037f6,improvement
1236,camunda-community-hub_zeebe-keycloak-interceptor,7,6,127,50,9,4,75,32,43,14,0,0,maven,false,open source,914,d41983a3cbae83d7e9a964415b6d96315d95dfb1,improvement
1237,rainbowechoes_keycloak-social-wechat,5,2,156,79,15,11,81,37,52,27,8,4,maven,false,open source,549,72addb2b796968e6d4b84461b89a200c2541fa29,improvement
1240,MaxLEAF3824_GenshinArtifactSimulator,1,0,1,0,0,0,1,0,0,0,0,0,maven,true,open source,565,0e24fa2310628930fd91a5f36b10fb9975654ca9,improvement
1238,cghislai_resourcewatcher,7,3,185,73,3,2,106,39,75,32,1,0,maven,false,open source,1231,f37e05e9630abdaa4245efb7e0687ba8c52e92c0,improvement
1241,mahbubsiddique_JavaAlgo,6,2,72,13,9,2,39,8,21,2,3,1,maven,false,open source,169,2e84c25a1268a5f093149e1f5a392f58e38d578b,improvement
1243,manzhizhen_spring-cloud-gateway-mini,4,1,99,1,7,0,44,0,41,1,7,0,maven,false,open source,244,16fd198268940635e0afa869307f5777ba3ae49b,improvement
1247,Zara-cat_shiro_jwt_nosession,9,8,348,208,14,13,108,96,160,79,66,20,maven,true,open source,1234,ac63da5d3bc4dc42d919b7cc171fdc6ea10611fb,improvement
1248,alexgracianoarj_gitlab-pipeline-demo,9,9,228,211,9,9,77,71,109,100,33,31,maven,true,open source,1314,af1155a68c4ba490ffe9c5484b7dc4dbc37f65ed,improvement
1253,sample-accelerators_tanzu-java-web-app,4,0,96,0,9,0,42,0,42,0,3,0,maven,true,open source,111,6db88c7a7e7dec1843809b058195b68480c4c12a,improvement
1255,katumbac_proyecto1_grupo11,0,0,0,0,0,0,0,0,0,0,0,0,maven,false,open source,55,9a9c448e81172f6cb96e0bbb777dc40a75b7e4c7,no improvement
1250,copyboy_html2md,10,9,250,231,11,10,90,79,116,110,33,32,maven,false,open source,1589,7efd3e894f8c7c914a08af75e5f90d7a180b3091,improvement
1261,SysObligatoriskOpgave22_BackendWebApp,7,6,150,132,10,10,58,55,71,58,11,9,maven,true,open source,919,cad8c28b043a203636c975b58557680a031f9aa6,improvement
1262,2217936322_CSAgent,0,0,0,0,0,0,0,0,0,0,0,0,maven,false,open source,83,9de174df62770b46bff06903fbc54d4dd9962e42,no improvement
1258,sirwsl_uploadWheel,10,10,258,230,13,14,90,80,121,105,34,31,maven,true,open source,2483,bd24f5e73c12983df873b4eb2094fdb9cbc5ef0c,improvement
1263,MagicalSheep_csu-notice-api,5,2,90,21,5,4,37,7,42,9,6,1,maven,false,open source,363,f80e1b84a9bf84962c03fed56bd99b99717abc0a,improvement
1265,HKirito_GoogleAuth,0,0,0,0,0,0,0,0,0,0,0,0,maven,false,open source,108,7d5a7d49771f327d128e1fcf3fe78a62ee717b8c,no improvement
1266,danvega_building-rest-apis-spring-boot,5,0,126,0,10,0,51,0,55,0,10,0,maven,true,open source,214,d1d0049dcc491ae5a0f1241a4e8aac13d654be81,improvement
1267,twalthr_flink-api-examples,15,3,84,6,1,0,39,4,39,2,5,0,maven,false,open source,421,b93460d9f0e71f9e92acd0ff94870824270bad7e,improvement
1271,SebastianDietrich_moneyfield,1,1,4,4,0,0,2,2,2,2,0,0,maven,true,open source,348,33b4961e1f401b618435ef0278955051daf0c140,no improvement
1272,apnit_puzzles,1,1,8,8,0,0,5,5,3,3,0,0,maven,false,open source,57,08d63483d6d890188d490328f3ce33b142ee1444,no improvement
1275,sim0n_anti-java-agent,0,0,0,0,0,0,0,0,0,0,0,0,maven,false,open source,75,84cd47f16779f72bd4961e2eb5d67b0c1c3475fc,no improvement
1270,alexcheng1982_spring-boot-native-samples,15,2,278,10,32,0,125,8,116,2,5,0,maven,false,open source,781,85527df35f9a3697c231e172d67e68308305fef8,improvement
1276,aryan1403_NekoXBot,2,0,12,0,1,0,4,0,7,0,0,0,maven,true,open source,90,18cbd4ed73d6c0343dd1d75dd4ffeb708856da48,improvement
1277,hamitmizrak_Patika_SpringBoot_Docker,11,2,246,21,18,1,99,10,111,9,18,1,maven,true,open source,186,8799f46b6d23513cea43031a9573258175e7c133,improvement
1278,Mardoqueu_helpdesk-backend,9,8,265,234,13,10,100,84,113,103,39,37,maven,false,open source,1235,9d02f53136939790f8625b45f0e0581f5fafc84a,improvement
1279,hamitmizrak_AllSpringBlogProject,14,9,375,264,20,15,130,86,171,119,54,44,maven,true,open source,1212,c3ea07418b3a3b5422deee610ce769137d0f25c2,improvement
1281,davidarchanjo_spring-boot-reactive-crud-rest,7,7,127,41,7,7,55,14,54,16,11,4,maven,false,open source,446,59d9d4ba2fa5affe93c850c77eb912741eba6805,improvement
1283,pama1234_Particle-Automata-with-java,1,1,2,1,0,0,0,0,0,0,2,1,maven,false,open source,64,a754bbbb67b0897ae8e05a381aa953c1cd255fa1,improvement
1284,ensiasit_project-x-backend,13,12,334,332,20,20,117,115,159,159,38,38,maven,false,open source,1276,2a74dc861bb652be166f99bc9513b5919f63300a,improvement
1285,mbrking_ceserver-pcileech,0,0,0,0,0,0,0,0,0,0,0,0,maven,false,open source,48,02e4f79806beb354deb43b17b200c744ab81b107,no improvement
1290,Liurqxx_liurq_netty_barrage,4,0,93,0,5,0,43,0,37,0,8,0,maven,false,open source,138,496fb87d0836fe8e10717d696e09cbcf68426692,improvement
1291,allanmarques83_spring-dot-environments,1,0,6,0,1,0,3,0,2,0,0,0,maven,false,open source,50,0ac0fd6173b7c6cbbe245521439dd121f4eb71d9,improvement
1292,streamthoughts_kc4streams,2,0,17,0,0,0,9,0,8,0,0,0,maven,true,open source,69,52ca75d23613cbf773904aeaf559359ae99050c6,improvement
1296,LianjiaTech_json-diff,3,0,4,0,1,0,2,0,1,0,0,0,maven,true,open source,53,7b410053a79162e43fe48a0f74579c8f5bf32677,improvement
1297,wxmbaci_itchat4j-uos,8,3,26,8,0,0,8,1,11,4,7,3,maven,false,open source,102,03c1504fa208fed588bed01e847de495b57c9b7c,improvement
1300,snicoll_demo-aot-native,2,0,32,0,7,0,12,0,12,0,1,0,maven,true,open source,83,6970775b84d16f8fae4631f63e704f893a4d6a02,improvement
1301,michaelliao_simple-match-engine,0,0,0,0,0,0,0,0,0,0,0,0,maven,true,open source,41,61a7372bf5b0dc1574b4290a5c3df128afbf443e,no improvement
1302,freeFV_ShortPayload,2,0,7,0,0,0,0,0,5,0,2,0,maven,false,open source,52,63ae610c4009cfccad1893fdba0c48f8f11235ad,improvement
1303,louyanfeng25_kafka-sort-consume,5,2,103,68,6,4,47,29,41,30,9,5,maven,false,open source,371,d80638bac8d07e21cb250a0f8a624954af6fc953,improvement
1304,lexburner_aliyun-cloudnative-race-mq-2021,1,0,5,0,0,0,0,0,2,0,3,0,maven,false,open source,61,d5223241756863b86f34324b53cabf3b245011d9,improvement
1305,jbaines-r7_spring4shell_vulnapp,1,1,19,7,1,1,7,3,8,2,3,1,maven,false,open source,172,2e66a9c43b0438ccd2f9105ac6724da79140fb1c,improvement
1306,rsatrio_Keycloak-Federation-ExistingDB,6,2,34,20,4,2,20,12,10,6,0,0,maven,true,open source,264,53d809a5e73ed6b1da08eb40a0ce40354a6b7091,improvement
1307,romankh3_spring-boot-mapstruct-example,3,3,69,69,6,6,31,31,28,28,4,4,maven,true,open source,458,db4b7de4833feca67a0d2b398f0095eb950d1479,no improvement
1308,GCS-ZHN_ddddocr-for-java,2,1,3,1,0,0,2,1,1,0,0,0,maven,true,open source,83,b7e705b67002b9d1676b3ca8eefd3f7daf0f9489,improvement
1311,accessmodifier364_Dumper,0,0,0,0,0,0,0,0,0,0,0,0,maven,false,open source,45,846101fc1b4fb4b2f902e5c38d89fb3c78a5a163,no improvement
1313,Java-Techie-jt_validation-exception-handling,5,0,116,0,10,0,47,0,54,0,5,0,maven,true,open source,154,7442e7cc7ca01f4178e58755d057e059ef3dd473,improvement
1314,mohamedYoussfi_digital-banking-spring-backend,5,4,121,87,9,6,50,38,59,40,3,3,maven,false,open source,389,82b599fffd28bfe6203a121e18c77cb2ef27d1e0,improvement
1315,iipc_warc2html,0,0,0,0,0,0,0,0,0,0,0,0,maven,false,open source,54,17aafe456294f47291860fa035aca46872c3dcec,no improvement
1316,boykait_encrypt-demo,2,2,125,124,3,3,31,31,70,69,21,21,maven,false,open source,421,7fe8748ea9c6e6cb13932480d96e4dcaded027bc,improvement
1317,julianazanelatto_devweek,6,1,125,8,9,0,49,2,57,6,10,0,maven,false,open source,104,76d893f04ee54a70d0f188b95a3a1f12b3d18844,improvement
1318,ffadd_JNDIKit,4,1,19,5,0,0,6,0,9,2,4,3,maven,false,open source,89,97ede49eb6a863f4d6e1e98ba8f0f291ab14b582,improvement
1319,Java-Techie-jt_spring-batch-example,6,2,146,2,11,1,57,0,74,1,4,0,maven,false,open source,104,9f8b0953fc1a25dcd31e7ba29b7cfd0948bbcbc9,improvement
1320,zzuhkp_easyexcel-spring-boot-starter,0,0,0,0,0,0,0,0,0,0,0,0,maven,false,open source,36,2a6cd6ff8df18f7b349f5fc29e733d8bb3c4ff8d,no improvement
1322,Java-Techie-jt_springboot-crud-k8s,4,1,115,1,8,0,49,0,51,1,7,0,maven,false,open source,162,84bda18ad30e652475fa6a44d02816971d3bbf96,improvement
1324,rajatt95_MasterAppiumFramework_BDD,5,2,35,27,4,4,12,11,15,11,4,1,maven,false,open source,197,57bc52b67b4cf1f8a7659e5eb04e5cdc0aa6e6d4,improvement
1325,xiaoweix_ai-project,5,4,127,122,11,10,53,51,55,53,8,8,maven,true,open source,702,6015b1c8cca3de4adaf9e378188dcdb120dae84f,improvement
1326,DaniloCaneschi_arquitetura-hexagonal,3,2,85,83,5,5,37,37,35,35,8,6,maven,false,open source,380,6caf2d045a51ba98a4ff76a48498606cba2e0a0d,improvement
1327,bezkoder_spring-boot-one-to-many,4,0,52,0,8,0,17,0,26,0,1,0,maven,false,open source,86,3c80206313bcd6fbf48f671ee41cee1ba5513cf3,improvement
1328,bezkoder_spring-boot-unit-test-rest-controller,4,0,51,0,8,0,17,0,25,0,1,0,maven,true,open source,103,ba88763b8f153317271e6f94ba68183f6824db51,improvement
1329,gabrieldim_CSV-Export-Spring-Boot,3,0,113,0,8,0,52,0,45,0,8,0,maven,true,open source,157,ad29168dcb92be54366638ab4f6642719df22182,improvement
1331,iamprafful_rest-api-authentication-tutorial,7,5,198,115,12,7,68,46,96,48,22,14,maven,true,open source,531,353bfdff8ab467b8f1dc8f1eef3042f30a4c68b2,improvement
1333,arjungautam1_fullstack-backend,4,1,95,1,8,0,39,0,46,1,2,0,maven,false,open source,146,6d8020e3049153cce76b20e9242318077d2a28e9,improvement
1334,Grasscutters_PluginTemplate,1,1,18,18,2,2,10,10,6,6,0,0,maven,false,open source,85,c1149a3f540acdc45a4b373463c9419fa8a893a6,no improvement
1337,Marcelektro_Log4J-RCE-Implementation,2,1,8,5,1,1,1,1,2,1,4,2,maven,false,open source,126,fbeecd34fc7961d536f8ae17ead9f4db3838f941,improvement
